rider_id,city_id,hire_date,status,shift_type
281,1,25-10-2022,active,evening
282,8,25-10-2022,active,evening
283,8,26-10-2022,active,night
284,2,26-10-2022,active,day
285,3,26-10-2022,active,evening
286,1,26-10-2022,active,night
287,4,26-10-2022,active,night
288,3,26-10-2022,active,day
289,2,26-10-2022,active,evening
290,5,26-10-2022,active,evening
291,8,26-10-2022,active,day
292,4,26-10-2022,active,night
293,7,27-10-2022,active,night
294,8,27-10-2022,active,night
295,8,27-10-2022,active,evening
296,3,27-10-2022,active,day
297,8,27-10-2022,active,evening
298,3,27-10-2022,active,evening
299,6,27-10-2022,inactive,night
300,2,27-10-2022,active,night
301,7,27-10-2022,active,night
302,1,27-10-2022,active,night
303,1,27-10-2022,active,night
304,3,27-10-2022,active,night
305,6,27-10-2022,active,night
306,2,27-10-2022,active,day
307,5,27-10-2022,active,night
308,8,27-10-2022,active,night
309,1,28-10-2022,active,night
310,4,28-10-2022,active,night
311,8,28-10-2022,active,night
312,5,28-10-2022,active,night
313,8,28-10-2022,active,day
314,5,28-10-2022,active,night
315,5,28-10-2022,active,day
316,3,28-10-2022,active,evening
317,8,28-10-2022,active,day
318,4,28-10-2022,active,day
319,5,28-10-2022,active,night
320,6,28-10-2022,active,day
321,8,29-10-2022,active,day
322,1,29-10-2022,active,night
323,7,29-10-2022,active,evening
324,1,29-10-2022,active,night
325,5,29-10-2022,active,evening
326,7,29-10-2022,active,night
327,5,29-10-2022,active,day
328,6,29-10-2022,active,day
329,3,29-10-2022,active,night
330,1,29-10-2022,active,evening
331,8,29-10-2022,active,night
332,6,29-10-2022,active,evening
333,3,30-10-2022,active,day
334,4,30-10-2022,active,evening
335,2,30-10-2022,active,day
336,2,30-10-2022,active,night
337,5,30-10-2022,active,evening
338,5,30-10-2022,active,night
339,2,30-10-2022,active,evening
340,4,30-10-2022,active,day
341,4,30-10-2022,active,evening
342,1,30-10-2022,active,day
343,7,31-10-2022,active,evening
344,4,31-10-2022,active,night
345,7,31-10-2022,active,night
346,8,31-10-2022,active,evening
347,5,31-10-2022,active,day
348,7,31-10-2022,active,evening
349,1,31-10-2022,active,day
350,1,31-10-2022,active,night
351,3,31-10-2022,active,evening
352,4,31-10-2022,active,evening
353,4,31-10-2022,active,day
354,7,01-11-2022,active,night
355,6,01-11-2022,active,night
356,7,01-11-2022,active,evening
357,4,01-11-2022,active,day
358,6,01-11-2022,active,evening
359,6,01-11-2022,active,night
360,3,01-11-2022,active,night
361,4,01-11-2022,active,day
362,6,01-11-2022,active,night
363,4,01-11-2022,active,night
364,6,01-11-2022,active,night
365,4,01-11-2022,active,day
366,2,01-11-2022,active,evening
367,1,02-11-2022,active,day
368,3,02-11-2022,active,day
369,1,02-11-2022,active,day
370,4,02-11-2022,active,day
371,7,02-11-2022,inactive,evening
372,7,02-11-2022,active,night
373,6,02-11-2022,active,night
374,2,02-11-2022,active,night
375,5,02-11-2022,active,day
376,1,02-11-2022,active,evening
377,3,02-11-2022,active,day
378,1,02-11-2022,active,evening
379,1,02-11-2022,active,night
380,4,03-11-2022,active,evening
381,8,03-11-2022,active,day
382,4,03-11-2022,active,evening
383,5,03-11-2022,active,day
384,2,03-11-2022,active,evening
385,7,03-11-2022,active,night
386,2,03-11-2022,active,night
387,3,04-11-2022,active,evening
388,4,04-11-2022,active,evening
389,7,04-11-2022,active,night
390,8,04-11-2022,active,night
391,3,04-11-2022,active,night
392,1,04-11-2022,active,night
393,1,04-11-2022,active,evening
394,2,04-11-2022,active,evening
395,4,04-11-2022,active,night
396,1,05-11-2022,active,night
397,8,05-11-2022,active,evening
398,3,05-11-2022,active,day
399,5,05-11-2022,active,evening
400,1,05-11-2022,active,day
401,2,05-11-2022,active,night
402,7,05-11-2022,active,evening
403,2,05-11-2022,active,night
404,6,06-11-2022,active,night
405,5,06-11-2022,active,day
406,5,06-11-2022,active,evening
407,6,06-11-2022,active,day
408,5,06-11-2022,active,night
409,3,06-11-2022,active,night
410,7,06-11-2022,active,evening
411,2,06-11-2022,active,evening
412,8,06-11-2022,active,evening
413,5,06-11-2022,active,evening
414,1,06-11-2022,active,night
415,5,06-11-2022,active,evening
416,5,06-11-2022,active,evening
417,1,06-11-2022,active,evening
418,3,06-11-2022,active,day
419,8,07-11-2022,active,day
420,6,07-11-2022,active,evening
421,5,07-11-2022,active,evening
422,4,07-11-2022,active,day
423,1,07-11-2022,active,day
424,3,07-11-2022,active,evening
425,8,07-11-2022,active,day
426,6,07-11-2022,active,day
427,5,08-11-2022,active,evening
428,1,08-11-2022,active,night
429,1,08-11-2022,active,evening
430,6,08-11-2022,active,night
431,3,08-11-2022,active,day
432,2,08-11-2022,active,day
433,5,08-11-2022,active,day
434,3,08-11-2022,active,day
435,1,08-11-2022,active,night
436,1,08-11-2022,active,night
437,6,08-11-2022,active,night
438,5,08-11-2022,active,evening
439,2,08-11-2022,active,day
440,3,09-11-2022,active,day
441,2,09-11-2022,active,day
442,5,09-11-2022,active,day
443,4,09-11-2022,active,day
444,5,09-11-2022,active,night
445,4,09-11-2022,active,evening
446,4,09-11-2022,active,day
447,3,09-11-2022,active,evening
448,5,09-11-2022,active,night
449,7,10-11-2022,active,day
450,4,10-11-2022,inactive,evening
451,4,10-11-2022,active,night
452,8,10-11-2022,active,evening
453,6,10-11-2022,active,night
454,5,10-11-2022,active,day
455,1,10-11-2022,active,evening
456,4,10-11-2022,active,day
457,4,10-11-2022,active,day
458,1,10-11-2022,active,day
459,1,10-11-2022,active,day
460,5,11-11-2022,inactive,day
461,6,11-11-2022,active,day
462,3,11-11-2022,active,evening
463,3,11-11-2022,active,day
464,3,11-11-2022,active,day
465,1,11-11-2022,active,day
466,6,11-11-2022,active,night
467,1,11-11-2022,active,day
468,4,11-11-2022,active,day
469,2,11-11-2022,active,evening
470,3,11-11-2022,active,evening
471,7,12-11-2022,active,night
472,2,12-11-2022,active,night
473,8,12-11-2022,active,night
474,1,12-11-2022,active,day
475,2,12-11-2022,active,day
476,1,12-11-2022,active,night
477,4,12-11-2022,inactive,night
478,2,12-11-2022,inactive,evening
479,3,12-11-2022,active,evening
480,7,12-11-2022,active,evening
481,7,12-11-2022,active,night
482,6,12-11-2022,active,evening
483,2,12-11-2022,active,evening
484,1,12-11-2022,active,day
485,4,13-11-2022,active,night
486,2,13-11-2022,active,day
487,1,13-11-2022,active,night
488,7,13-11-2022,active,day
489,4,13-11-2022,active,day
490,8,13-11-2022,active,evening
491,7,13-11-2022,active,evening
492,1,13-11-2022,active,evening
493,2,13-11-2022,active,evening
494,4,13-11-2022,active,evening
495,2,13-11-2022,active,evening
496,3,13-11-2022,active,evening
497,4,13-11-2022,active,evening
498,2,13-11-2022,active,day
499,4,14-11-2022,active,day
500,6,14-11-2022,active,day
501,8,14-11-2022,inactive,evening
502,7,14-11-2022,active,day
503,6,14-11-2022,active,day
504,7,14-11-2022,active,evening
505,6,14-11-2022,active,day
506,1,14-11-2022,active,night
507,2,14-11-2022,active,evening
508,6,14-11-2022,active,day
509,8,14-11-2022,active,night
510,8,14-11-2022,active,evening
511,1,15-11-2022,active,day
512,2,15-11-2022,active,night
513,2,15-11-2022,active,night
514,6,15-11-2022,active,day
515,6,15-11-2022,active,evening
516,2,15-11-2022,active,night
517,1,15-11-2022,active,evening
518,1,15-11-2022,active,day
519,6,15-11-2022,active,night
520,6,16-11-2022,active,night
521,2,16-11-2022,active,evening
522,1,16-11-2022,active,night
523,4,16-11-2022,active,night
524,5,16-11-2022,active,day
525,4,16-11-2022,active,evening
526,7,16-11-2022,active,night
527,1,16-11-2022,active,day
528,1,16-11-2022,inactive,night
529,6,16-11-2022,active,evening
530,7,17-11-2022,active,day
531,6,17-11-2022,active,day
532,7,17-11-2022,active,day
533,2,17-11-2022,inactive,evening
534,3,17-11-2022,active,evening
535,8,17-11-2022,active,evening
536,7,17-11-2022,active,evening
537,7,17-11-2022,active,night
538,8,18-11-2022,active,night
539,7,18-11-2022,active,day
540,3,18-11-2022,active,night
541,5,18-11-2022,active,evening
542,8,18-11-2022,active,night
543,3,18-11-2022,active,day
544,3,18-11-2022,active,night
545,1,18-11-2022,active,day
546,2,18-11-2022,active,night
547,2,18-11-2022,inactive,night
548,5,18-11-2022,active,day
549,3,19-11-2022,active,night
550,3,19-11-2022,active,day
551,1,19-11-2022,active,night
552,2,19-11-2022,active,evening
553,3,19-11-2022,active,night
554,2,19-11-2022,active,evening
555,5,19-11-2022,active,night
556,7,20-11-2022,active,night
557,3,20-11-2022,active,night
558,8,20-11-2022,active,day
559,7,20-11-2022,active,evening
560,2,20-11-2022,active,night
561,6,20-11-2022,active,day
562,4,21-11-2022,active,night
563,4,21-11-2022,inactive,day
564,6,21-11-2022,active,day
565,3,21-11-2022,active,night
566,1,21-11-2022,active,day
567,8,21-11-2022,active,day
568,6,21-11-2022,inactive,day
569,7,21-11-2022,inactive,evening
570,1,21-11-2022,active,night
571,5,21-11-2022,active,evening
572,8,21-11-2022,active,day
573,5,22-11-2022,active,day
574,5,22-11-2022,active,night
575,7,22-11-2022,active,night
576,2,22-11-2022,active,day
577,3,22-11-2022,active,day
578,5,22-11-2022,active,night
579,4,22-11-2022,inactive,evening
580,6,22-11-2022,active,day
581,4,22-11-2022,active,evening
582,3,22-11-2022,active,evening
583,4,22-11-2022,active,evening
584,2,22-11-2022,active,night
585,7,22-11-2022,active,night
586,8,22-11-2022,active,day
587,2,23-11-2022,active,night
588,2,23-11-2022,inactive,day
589,1,23-11-2022,active,day
590,6,23-11-2022,active,day
591,1,23-11-2022,active,night
592,3,23-11-2022,active,night
593,6,23-11-2022,active,evening
594,5,23-11-2022,active,day
595,3,23-11-2022,inactive,evening
596,7,23-11-2022,active,evening
597,3,23-11-2022,active,day
598,3,23-11-2022,active,evening
599,8,24-11-2022,active,evening
600,1,24-11-2022,active,evening
601,1,24-11-2022,active,evening
602,4,24-11-2022,active,day
603,6,24-11-2022,active,day
604,7,24-11-2022,active,day
605,5,24-11-2022,active,night
606,4,24-11-2022,active,night
607,4,24-11-2022,active,night
608,4,24-11-2022,active,night
609,3,24-11-2022,active,night
610,6,24-11-2022,active,evening
611,4,24-11-2022,active,day
612,6,24-11-2022,active,night
613,2,24-11-2022,active,night
614,6,24-11-2022,active,night
615,5,24-11-2022,active,night
616,2,24-11-2022,active,night
617,1,24-11-2022,active,evening
618,3,25-11-2022,inactive,evening
619,6,25-11-2022,active,day
620,6,25-11-2022,active,night
621,2,25-11-2022,active,evening
622,7,25-11-2022,active,night
623,5,25-11-2022,active,evening
624,7,25-11-2022,inactive,night
625,5,25-11-2022,active,evening
626,3,25-11-2022,active,evening
627,1,26-11-2022,active,night
628,5,26-11-2022,active,night
629,5,26-11-2022,active,day
630,8,26-11-2022,active,day
631,7,26-11-2022,active,evening
632,3,26-11-2022,active,day
633,8,26-11-2022,active,day
634,1,26-11-2022,active,evening
635,4,26-11-2022,active,evening
636,1,26-11-2022,active,night
637,5,26-11-2022,active,day
638,7,26-11-2022,active,night
639,3,26-11-2022,active,night
640,6,26-11-2022,active,evening
641,6,26-11-2022,active,day
642,4,26-11-2022,active,night
643,2,27-11-2022,inactive,evening
644,8,27-11-2022,active,day
645,8,27-11-2022,active,evening
646,5,27-11-2022,inactive,day
647,1,27-11-2022,active,evening
648,2,27-11-2022,active,night
649,5,27-11-2022,active,night
650,7,27-11-2022,active,evening
651,3,28-11-2022,active,day
652,4,28-11-2022,active,day
653,2,28-11-2022,active,evening
654,5,28-11-2022,active,evening
655,2,28-11-2022,active,evening
656,8,28-11-2022,inactive,night
657,6,28-11-2022,inactive,night
658,8,28-11-2022,active,day
659,7,28-11-2022,active,night
660,2,28-11-2022,active,evening
661,8,28-11-2022,active,night
662,1,28-11-2022,active,night
663,8,28-11-2022,active,day
664,6,28-11-2022,active,night
665,1,28-11-2022,inactive,evening
666,5,29-11-2022,active,day
667,7,29-11-2022,active,day
668,6,29-11-2022,active,night
669,7,29-11-2022,active,night
670,2,29-11-2022,active,evening
671,4,29-11-2022,active,night
672,5,29-11-2022,active,evening
673,2,29-11-2022,active,evening
674,1,29-11-2022,active,day
675,7,29-11-2022,active,evening
676,3,29-11-2022,active,night
677,4,29-11-2022,active,evening
678,7,30-11-2022,active,day
679,7,30-11-2022,active,evening
680,7,30-11-2022,active,day
681,1,30-11-2022,active,day
682,5,30-11-2022,active,evening
683,1,30-11-2022,active,evening
684,8,30-11-2022,active,night
685,4,30-11-2022,active,day
686,6,30-11-2022,active,evening
687,2,01-12-2022,active,evening
688,7,01-12-2022,active,night
689,8,01-12-2022,active,evening
690,8,01-12-2022,active,night
691,1,01-12-2022,active,night
692,3,01-12-2022,active,day
693,2,01-12-2022,active,day
694,6,01-12-2022,active,day
695,2,01-12-2022,inactive,day
696,8,01-12-2022,active,night
697,8,01-12-2022,active,night
698,1,02-12-2022,active,evening
699,7,02-12-2022,active,night
700,4,02-12-2022,active,day
701,1,02-12-2022,active,evening
702,7,02-12-2022,active,night
703,3,02-12-2022,active,day
704,3,02-12-2022,active,day
705,5,02-12-2022,active,evening
706,7,02-12-2022,active,night
707,2,02-12-2022,active,day
708,1,02-12-2022,active,night
709,8,02-12-2022,active,night
710,2,02-12-2022,active,evening
711,2,02-12-2022,active,day
712,8,02-12-2022,inactive,day
713,7,02-12-2022,active,day
714,4,02-12-2022,active,day
715,4,03-12-2022,active,evening
716,6,03-12-2022,active,day
717,1,03-12-2022,active,evening
718,6,04-12-2022,active,evening
719,6,04-12-2022,active,day
720,4,04-12-2022,active,evening
721,5,04-12-2022,active,evening
722,4,04-12-2022,inactive,night
723,1,04-12-2022,active,evening
724,4,04-12-2022,active,evening
725,3,04-12-2022,active,evening
726,8,04-12-2022,active,evening
727,2,04-12-2022,active,night
728,6,05-12-2022,active,day
729,4,05-12-2022,active,night
730,8,05-12-2022,active,day
731,5,05-12-2022,active,day
732,3,05-12-2022,active,day
733,3,05-12-2022,active,day
734,4,05-12-2022,active,day
735,6,05-12-2022,active,night
736,4,05-12-2022,active,evening
737,4,05-12-2022,active,day
738,1,05-12-2022,active,day
739,1,05-12-2022,inactive,day
740,4,06-12-2022,active,night
741,2,06-12-2022,active,night
742,4,06-12-2022,active,evening
743,4,06-12-2022,active,day
744,3,06-12-2022,active,evening
745,2,06-12-2022,active,day
746,6,06-12-2022,active,evening
747,7,06-12-2022,active,night
748,7,07-12-2022,active,evening
749,4,07-12-2022,active,night
750,2,07-12-2022,active,evening
751,1,07-12-2022,active,evening
752,3,07-12-2022,inactive,evening
753,6,07-12-2022,active,night
754,8,07-12-2022,active,day
755,4,07-12-2022,active,day
756,1,07-12-2022,active,night
757,1,07-12-2022,active,day
758,2,08-12-2022,active,evening
759,3,08-12-2022,active,day
760,3,08-12-2022,active,night
761,5,08-12-2022,active,night
762,6,08-12-2022,active,day
763,3,08-12-2022,active,evening
764,1,08-12-2022,active,evening
765,4,08-12-2022,active,night
766,5,08-12-2022,active,day
767,5,08-12-2022,active,night
768,4,08-12-2022,active,evening
769,8,08-12-2022,active,day
770,3,09-12-2022,active,evening
771,4,09-12-2022,active,evening
772,7,09-12-2022,active,day
773,3,09-12-2022,active,evening
774,8,09-12-2022,active,day
775,1,09-12-2022,active,night
776,1,09-12-2022,active,night
777,8,09-12-2022,active,night
778,1,10-12-2022,active,evening
779,1,10-12-2022,active,night
780,4,10-12-2022,active,night
781,5,10-12-2022,active,day
782,7,10-12-2022,active,night
783,5,10-12-2022,active,day
784,4,10-12-2022,active,night
785,8,10-12-2022,active,evening
786,5,11-12-2022,active,evening
787,7,11-12-2022,active,day
788,4,11-12-2022,active,day
789,7,11-12-2022,active,night
790,8,11-12-2022,active,day
791,7,11-12-2022,active,evening
792,4,11-12-2022,active,day
793,2,11-12-2022,active,day
794,6,11-12-2022,active,evening
795,4,11-12-2022,active,night
796,7,11-12-2022,active,evening
797,2,11-12-2022,active,day
798,2,11-12-2022,active,night
799,6,12-12-2022,active,evening
800,8,12-12-2022,active,evening
801,8,12-12-2022,active,night
802,6,12-12-2022,active,night
803,1,12-12-2022,active,day
804,5,12-12-2022,active,day
805,3,12-12-2022,active,night
806,8,12-12-2022,inactive,night
807,1,12-12-2022,active,evening
808,5,12-12-2022,active,night
809,8,12-12-2022,active,night
810,7,12-12-2022,active,day
811,6,12-12-2022,active,evening
812,4,12-12-2022,active,night
813,3,12-12-2022,active,day
814,6,12-12-2022,active,day
815,6,13-12-2022,active,day
816,6,13-12-2022,active,night
817,2,13-12-2022,active,evening
818,6,13-12-2022,active,day
819,3,13-12-2022,active,evening
820,2,13-12-2022,active,day
821,1,13-12-2022,inactive,day
822,7,13-12-2022,active,evening
823,4,13-12-2022,active,evening
824,6,13-12-2022,active,night
825,5,13-12-2022,active,evening
826,4,13-12-2022,active,day
827,5,13-12-2022,active,day
828,2,13-12-2022,active,evening
829,4,13-12-2022,active,evening
830,2,14-12-2022,active,night
831,2,14-12-2022,active,day
832,7,14-12-2022,inactive,night
833,7,14-12-2022,active,evening
834,7,14-12-2022,active,evening
835,5,14-12-2022,active,day
836,7,14-12-2022,active,night
837,4,14-12-2022,active,evening
838,4,14-12-2022,inactive,day
839,6,14-12-2022,active,night
840,5,14-12-2022,active,night
841,3,14-12-2022,active,night
842,3,14-12-2022,active,evening
843,7,15-12-2022,inactive,day
844,5,15-12-2022,active,evening
845,4,15-12-2022,inactive,evening
846,6,15-12-2022,active,day
847,4,15-12-2022,active,evening
848,5,15-12-2022,active,evening
849,1,15-12-2022,active,evening
850,7,15-12-2022,active,night
851,5,15-12-2022,active,evening
852,6,15-12-2022,inactive,day
853,8,15-12-2022,active,night
854,8,15-12-2022,active,evening
855,8,16-12-2022,active,night
856,3,16-12-2022,active,night
857,7,16-12-2022,active,day
858,6,16-12-2022,active,day
859,6,16-12-2022,inactive,day
860,3,16-12-2022,active,night
861,4,16-12-2022,active,night
862,4,16-12-2022,active,night
863,4,16-12-2022,active,day
864,5,16-12-2022,active,evening
865,1,16-12-2022,active,evening
866,6,16-12-2022,active,evening
867,5,17-12-2022,active,evening
868,1,17-12-2022,active,day
869,7,17-12-2022,active,night
870,6,17-12-2022,active,day
871,1,17-12-2022,active,evening
872,8,17-12-2022,active,day
873,7,17-12-2022,active,night
874,4,17-12-2022,active,day
875,7,17-12-2022,active,day
876,6,17-12-2022,active,day
877,2,18-12-2022,active,day
878,8,18-12-2022,active,evening
879,4,18-12-2022,active,day
880,2,18-12-2022,active,day
881,3,18-12-2022,active,evening
882,8,18-12-2022,active,night
883,5,18-12-2022,inactive,night
884,8,18-12-2022,active,evening
885,1,18-12-2022,active,night
886,5,19-12-2022,active,day
887,1,19-12-2022,active,night
888,5,19-12-2022,active,day
889,5,19-12-2022,active,day
890,6,19-12-2022,active,evening
891,7,19-12-2022,inactive,night
892,6,19-12-2022,active,evening
893,1,19-12-2022,active,day
894,1,19-12-2022,active,evening
895,2,19-12-2022,active,day
896,7,19-12-2022,active,day
897,6,19-12-2022,active,evening
898,6,19-12-2022,active,night
899,5,19-12-2022,active,night
900,5,19-12-2022,active,day
901,7,20-12-2022,active,evening
902,4,20-12-2022,active,night
