customer_id,customer_id,age,gender,occupation,income
3257,cust_3257,18,Male,Freelance,Medium
3273,cust_3273,18,Male,Part-time,Low
3311,cust_3311,18,Female,Part-time,Low
3357,cust_3357,18,Male,Part-time,Low
3380,cust_3380,18,Female,Freelance,Medium
3407,cust_3407,18,Male,Part-time,Low
3430,cust_3430,18,Male,Part-time,Low
3442,cust_3442,18,Male,Student,Low
3528,cust_3528,18,Male,Freelance,High
3533,cust_3533,18,Male,Student,Low
3623,cust_3623,18,Other,Freelance,High
3715,cust_3715,18,Female,Student,Low
3729,cust_3729,18,Female,Student,Low
3734,cust_3734,18,Male,Part-time,Low
3757,cust_3757,18,Female,Freelance,High
3790,cust_3790,18,Female,Part-time,Low
3809,cust_3809,18,Female,Freelance,High
3897,cust_3897,18,Female,Part-time,Low
3916,cust_3916,18,Female,Freelance,Medium
3966,cust_3966,18,Female,Part-time,Low
4032,cust_4032,18,Male,Freelance,Medium
4045,cust_4045,18,Male,Freelance,Medium
4256,cust_4256,18,Female,Part-time,Low
4260,cust_4260,18,Female,Part-time,Low
4314,cust_4314,18,Male,Part-time,Low
4358,cust_4358,18,Male,Freelance,High
4367,cust_4367,18,Male,Freelance,Medium
4391,cust_4391,18,Male,Student,Low
4393,cust_4393,18,Male,Freelance,Medium
4470,cust_4470,18,Male,Student,Low
4487,cust_4487,18,Male,Student,Low
4530,cust_4530,18,Female,Freelance,Medium
4531,cust_4531,18,Male,Freelance,Medium
4546,cust_4546,18,Female,Student,Low
4553,cust_4553,18,Other,Student,Low
4678,cust_4678,18,Male,Student,Low
4700,cust_4700,18,Male,Student,Low
4722,cust_4722,18,Female,Student,Low
4728,cust_4728,18,Female,Freelance,High
4757,cust_4757,18,Female,Student,Low
4847,cust_4847,18,Female,Part-time,Low
4922,cust_4922,18,Female,Part-time,Low
4990,cust_4990,18,Female,Student,Low
4991,cust_4991,18,Male,Student,Low
5076,cust_5076,18,Male,Student,Low
5166,cust_5166,18,Female,Freelance,Medium
5294,cust_5294,18,Male,Student,Low
5352,cust_5352,18,Male,Part-time,Low
5372,cust_5372,18,Male,Student,Low
5394,cust_5394,18,Male,Part-time,Low
5501,cust_5501,18,Male,Student,Low
5509,cust_5509,18,Female,Part-time,Low
5517,cust_5517,18,Male,Student,Low
5530,cust_5530,18,Female,Freelance,Medium
5532,cust_5532,18,Male,Part-time,Low
5544,cust_5544,18,Male,Part-time,Low
5568,cust_5568,18,Female,Freelance,Medium
5606,cust_5606,18,Male,Student,Low
5692,cust_5692,18,Female,Student,Low
5706,cust_5706,18,Female,Part-time,Low
5772,cust_5772,18,Male,Student,Low
5852,cust_5852,18,Male,Part-time,Low
5868,cust_5868,18,Other,Student,Low
5888,cust_5888,18,Female,Part-time,Low
5892,cust_5892,18,Male,Student,Low
5895,cust_5895,18,Female,Part-time,Low
5927,cust_5927,18,Male,Student,Low
5964,cust_5964,18,Male,Student,Low
6133,cust_6133,18,Female,Freelance,Medium
6162,cust_6162,18,Male,Part-time,Low
6174,cust_6174,18,Female,Freelance,High
6200,cust_6200,18,Female,Student,Low
6205,cust_6205,18,Female,Student,Low
6221,cust_6221,18,Male,Freelance,High
6263,cust_6263,18,Male,Freelance,Medium
6277,cust_6277,18,Female,Student,Low
6286,cust_6286,18,Male,Freelance,Medium
6288,cust_6288,18,Male,Student,Low
6379,cust_6379,18,Male,Part-time,Low
6385,cust_6385,18,Male,Freelance,Medium
6391,cust_6391,18,Male,Part-time,Low
6530,cust_6530,18,Male,Student,Low
6541,cust_6541,18,Female,Part-time,Low
6544,cust_6544,18,Female,Part-time,Low
6549,cust_6549,18,Male,Freelance,Medium
6619,cust_6619,18,Male,Freelance,High
6621,cust_6621,18,Female,Freelance,Medium
6625,cust_6625,18,Male,Part-time,Low
6637,cust_6637,18,Male,Part-time,Low
6638,cust_6638,18,Male,Freelance,Medium
6682,cust_6682,18,Female,Student,Low
6694,cust_6694,18,Female,Student,Low
6717,cust_6717,18,Female,Part-time,Low
6732,cust_6732,18,Female,Freelance,Medium
6783,cust_6783,18,Male,Freelance,Medium
6790,cust_6790,18,Male,Student,Low
6797,cust_6797,18,Male,Student,Low
6819,cust_6819,18,Male,Part-time,Low
6829,cust_6829,18,Female,Student,Low
6877,cust_6877,18,Female,Student,Low
6894,cust_6894,18,Male,Part-time,Low
6934,cust_6934,18,Male,Part-time,Low
1017,cust_1017,19,Male,Student,Low
1059,cust_1059,19,Female,Freelance,High
1153,cust_1153,19,Male,Freelance,Medium
1179,cust_1179,19,Male,Freelance,Medium
1180,cust_1180,19,Female,Part-time,Low
1195,cust_1195,19,Male,Student,Low
1256,cust_1256,19,Male,Part-time,Low
1321,cust_1321,19,Female,Part-time,Low
1343,cust_1343,19,Female,Student,Low
1482,cust_1482,19,Male,Student,Low
1521,cust_1521,19,Male,Student,Low
1530,cust_1530,19,Female,Part-time,Low
1564,cust_1564,19,Female,Part-time,Low
1741,cust_1741,19,Male,Freelance,Medium
1771,cust_1771,19,Male,Freelance,High
1772,cust_1772,19,Female,Part-time,Low
1808,cust_1808,19,Male,Freelance,Medium
1880,cust_1880,19,Male,Part-time,Low
1977,cust_1977,19,Female,Student,Low
1999,cust_1999,19,Female,Student,Low
2078,cust_2078,19,Male,Student,Low
2083,cust_2083,19,Male,Part-time,Low
2109,cust_2109,19,Female,Part-time,Low
2151,cust_2151,19,Female,Part-time,Low
2170,cust_2170,19,Female,Student,Low
2243,cust_2243,19,Female,Part-time,Low
2298,cust_2298,19,Male,Freelance,Medium
2308,cust_2308,19,Female,Part-time,Low
2310,cust_2310,19,Male,Part-time,Low
2355,cust_2355,19,Female,Student,Low
2410,cust_2410,19,Female,Part-time,Low
2472,cust_2472,19,Female,Student,Low
2510,cust_2510,19,Female,Student,Low
2568,cust_2568,19,Female,Part-time,Low
2595,cust_2595,19,Male,Part-time,Low
2711,cust_2711,19,Female,Freelance,Medium
2760,cust_2760,19,Female,Freelance,Medium
2770,cust_2770,19,Male,Student,Low
2804,cust_2804,19,Male,Part-time,Low
2806,cust_2806,19,Male,Student,Low
2819,cust_2819,19,Male,Part-time,Low
2826,cust_2826,19,Female,Freelance,Medium
2896,cust_2896,19,Male,Part-time,Low
3017,cust_3017,19,Male,Part-time,Low
3040,cust_3040,19,Male,Freelance,Medium
3041,cust_3041,19,Male,Freelance,Medium
3061,cust_3061,19,Male,Student,Low
3141,cust_3141,19,Male,Part-time,Low
3183,cust_3183,19,Male,Student,Low
3260,cust_3260,19,Female,Part-time,Low
3414,cust_3414,19,Male,Part-time,Low
3521,cust_3521,19,Male,Student,Low
3580,cust_3580,19,Male,Student,Low
3610,cust_3610,19,Male,Part-time,Low
3627,cust_3627,19,Female,Part-time,Low
3631,cust_3631,19,Male,Student,Low
3638,cust_3638,19,Male,Part-time,Low
3650,cust_3650,19,Female,Student,Low
3690,cust_3690,19,Male,Freelance,Medium
3725,cust_3725,19,Male,Freelance,Medium
3744,cust_3744,19,Male,Student,Low
3854,cust_3854,19,Female,Student,Low
3856,cust_3856,19,Male,Freelance,Medium
3857,cust_3857,19,Female,Part-time,Low
3896,cust_3896,19,Male,Freelance,Medium
3941,cust_3941,19,Male,Part-time,Low
3976,cust_3976,19,Other,Student,Low
4008,cust_4008,19,Male,Student,Low
4133,cust_4133,19,Female,Freelance,High
4168,cust_4168,19,Male,Freelance,High
4177,cust_4177,19,Female,Part-time,Low
4229,cust_4229,19,Female,Student,Low
4281,cust_4281,19,Male,Student,Low
4328,cust_4328,19,Male,Part-time,Low
4340,cust_4340,19,Male,Freelance,Medium
4375,cust_4375,19,Male,Student,Low
4425,cust_4425,19,Female,Student,Low
4460,cust_4460,19,Female,Student,Low
4562,cust_4562,19,Female,Freelance,High
4572,cust_4572,19,Male,Freelance,Medium
4612,cust_4612,19,Male,Part-time,Low
4677,cust_4677,19,Male,Student,Low
4842,cust_4842,19,Male,Student,Low
4887,cust_4887,19,Female,Part-time,Low
4919,cust_4919,19,Male,Student,Low
4957,cust_4957,19,Female,Student,Low
5052,cust_5052,19,Male,Student,Low
5061,cust_5061,19,Female,Student,Low
5247,cust_5247,19,Female,Part-time,Low
5258,cust_5258,19,Female,Freelance,Medium
5312,cust_5312,19,Female,Student,Low
5343,cust_5343,19,Female,Part-time,Low
5379,cust_5379,19,Female,Part-time,Low
5395,cust_5395,19,Female,Student,Low
5428,cust_5428,19,Female,Freelance,High
5458,cust_5458,19,Male,Student,Low
5520,cust_5520,19,Female,Student,Low
5536,cust_5536,19,Male,Freelance,Medium
5599,cust_5599,19,Female,Part-time,Low
5628,cust_5628,19,Male,Freelance,Medium
5638,cust_5638,19,Female,Student,Low
5682,cust_5682,19,Male,Part-time,Low
5684,cust_5684,19,Male,Freelance,High
5719,cust_5719,19,Male,Student,Low
5722,cust_5722,19,Female,Part-time,Low
5726,cust_5726,19,Female,Student,Low
5737,cust_5737,19,Male,Freelance,High
5753,cust_5753,19,Male,Student,Low
5792,cust_5792,19,Male,Part-time,Low
5802,cust_5802,19,Female,Freelance,Medium
5813,cust_5813,19,Male,Freelance,High
5838,cust_5838,19,Female,Part-time,Low
5883,cust_5883,19,Female,Student,Low
5919,cust_5919,19,Male,Freelance,High
5922,cust_5922,19,Female,Student,Low
5979,cust_5979,19,Male,Part-time,Low
5995,cust_5995,19,Male,Freelance,Medium
6016,cust_6016,19,Female,Student,Low
6035,cust_6035,19,Male,Freelance,Medium
6056,cust_6056,19,Female,Part-time,Low
6089,cust_6089,19,Male,Student,Low
6183,cust_6183,19,Female,Part-time,Low
6405,cust_6405,19,Female,Student,Low
6436,cust_6436,19,Female,Freelance,High
6593,cust_6593,19,Male,Freelance,Medium
6600,cust_6600,19,Male,Part-time,Low
6648,cust_6648,19,Male,Freelance,High
6663,cust_6663,19,Male,Part-time,Low
6729,cust_6729,19,Female,Freelance,High
6734,cust_6734,19,Male,Part-time,Low
6752,cust_6752,19,Female,Part-time,Low
6756,cust_6756,19,Female,Student,Low
6782,cust_6782,19,Female,Freelance,Medium
6785,cust_6785,19,Male,Student,Low
6826,cust_6826,19,Female,Student,Low
6841,cust_6841,19,Male,Part-time,Low
6849,cust_6849,19,Female,Part-time,Low
6868,cust_6868,19,Female,Freelance,Medium
6895,cust_6895,19,Male,Student,Low
1033,cust_1033,20,Male,Student,Low
1113,cust_1113,20,Male,Freelance,High
1165,cust_1165,20,Male,Freelance,High
1197,cust_1197,20,Male,Freelance,High
1205,cust_1205,20,Female,Part-time,Low
1249,cust_1249,20,Female,Student,Low
1260,cust_1260,20,Male,Student,Low
1305,cust_1305,20,Male,Part-time,Low
1315,cust_1315,20,Male,Student,Low
1349,cust_1349,20,Male,Freelance,High
1441,cust_1441,20,Male,Part-time,Low
1483,cust_1483,20,Male,Freelance,High
1553,cust_1553,20,Female,Part-time,Low
1620,cust_1620,20,Male,Freelance,High
1799,cust_1799,20,Female,Freelance,Medium
1827,cust_1827,20,Male,Student,Low
1855,cust_1855,20,Female,Freelance,Medium
1908,cust_1908,20,Female,Freelance,High
2031,cust_2031,20,Male,Freelance,High
2105,cust_2105,20,Male,Part-time,Low
2254,cust_2254,20,Female,Freelance,High
2260,cust_2260,20,Male,Student,Low
2309,cust_2309,20,Female,Student,Low
2344,cust_2344,20,Male,Freelance,Medium
2353,cust_2353,20,Male,Student,Low
2420,cust_2420,20,Male,Student,Low
2480,cust_2480,20,Male,Student,Low
2523,cust_2523,20,Female,Part-time,Low
2551,cust_2551,20,Female,Part-time,Low
2558,cust_2558,20,Male,Student,Low
2644,cust_2644,20,Male,Freelance,High
2687,cust_2687,20,Female,Freelance,Medium
2702,cust_2702,20,Female,Student,Low
2708,cust_2708,20,Male,Student,Low
2721,cust_2721,20,Male,Freelance,High
2743,cust_2743,20,Male,Freelance,High
2754,cust_2754,20,Female,Part-time,Low
2762,cust_2762,20,Female,Part-time,Low
2876,cust_2876,20,Male,Freelance,Medium
2889,cust_2889,20,Female,Part-time,Low
2900,cust_2900,20,Female,Freelance,Medium
3211,cust_3211,20,Male,Freelance,High
3228,cust_3228,20,Male,Student,Low
3244,cust_3244,20,Male,Freelance,Medium
3246,cust_3246,20,Male,Part-time,Low
3285,cust_3285,20,Male,Freelance,High
3299,cust_3299,20,Male,Part-time,Low
3360,cust_3360,20,Female,Freelance,High
3362,cust_3362,20,Female,Freelance,High
3363,cust_3363,20,Female,Part-time,Low
3412,cust_3412,20,Male,Freelance,Medium
3417,cust_3417,20,Male,Freelance,High
3495,cust_3495,20,Male,Part-time,Low
3536,cust_3536,20,Male,Student,Low
3686,cust_3686,20,Male,Student,Low
3727,cust_3727,20,Female,Student,Low
3741,cust_3741,20,Male,Student,Low
3745,cust_3745,20,Male,Part-time,Low
3785,cust_3785,20,Male,Student,Low
3798,cust_3798,20,Male,Student,Low
3998,cust_3998,20,Male,Freelance,High
4026,cust_4026,20,Male,Student,Low
4027,cust_4027,20,Male,Student,Low
4028,cust_4028,20,Male,Part-time,Low
4080,cust_4080,20,Male,Student,Low
4162,cust_4162,20,Female,Part-time,Low
4184,cust_4184,20,Female,Part-time,Low
4236,cust_4236,20,Male,Part-time,Low
4258,cust_4258,20,Male,Part-time,Low
4263,cust_4263,20,Female,Student,Low
4296,cust_4296,20,Female,Student,Low
4334,cust_4334,20,Male,Student,Low
4434,cust_4434,20,Other,Student,Low
4450,cust_4450,20,Female,Student,Low
4485,cust_4485,20,Male,Freelance,High
4491,cust_4491,20,Female,Student,Low
4495,cust_4495,20,Male,Student,Low
4508,cust_4508,20,Male,Student,Low
4517,cust_4517,20,Female,Student,Low
4543,cust_4543,20,Female,Freelance,High
4577,cust_4577,20,Female,Freelance,Medium
4632,cust_4632,20,Male,Student,Low
4638,cust_4638,20,Male,Part-time,Low
4796,cust_4796,20,Female,Freelance,Medium
4829,cust_4829,20,Female,Part-time,Low
4834,cust_4834,20,Female,Student,Low
4867,cust_4867,20,Female,Freelance,Medium
4921,cust_4921,20,Female,Part-time,Low
4929,cust_4929,20,Male,Student,Low
4979,cust_4979,20,Male,Part-time,Low
5017,cust_5017,20,Female,Freelance,High
5045,cust_5045,20,Male,Part-time,Low
5098,cust_5098,20,Female,Freelance,Medium
5112,cust_5112,20,Female,Freelance,Medium
5169,cust_5169,20,Female,Part-time,Low
5292,cust_5292,20,Male,Freelance,Medium
5423,cust_5423,20,Male,Part-time,Low
5454,cust_5454,20,Male,Part-time,Low
5466,cust_5466,20,Male,Student,Low
5543,cust_5543,20,Male,Student,Low
5623,cust_5623,20,Male,Freelance,Medium
5655,cust_5655,20,Female,Part-time,Low
5703,cust_5703,20,Male,Part-time,Low
5961,cust_5961,20,Male,Part-time,Low
6001,cust_6001,20,Male,Student,Low
6065,cust_6065,20,Male,Part-time,Low
6073,cust_6073,20,Male,Student,Low
6214,cust_6214,20,Female,Part-time,Low
6270,cust_6270,20,Female,Part-time,Low
6312,cust_6312,20,Female,Part-time,Low
6324,cust_6324,20,Male,Student,Low
6350,cust_6350,20,Female,Part-time,Low
6370,cust_6370,20,Male,Part-time,Low
6398,cust_6398,20,Male,Freelance,High
6511,cust_6511,20,Male,Student,Low
6515,cust_6515,20,Female,Freelance,Medium
6516,cust_6516,20,Male,Student,Low
6624,cust_6624,20,Male,Student,Low
6649,cust_6649,20,Male,Freelance,High
6742,cust_6742,20,Female,Student,Low
6762,cust_6762,20,Female,Freelance,High
6771,cust_6771,20,Male,Freelance,Medium
6781,cust_6781,20,Male,Part-time,Low
6860,cust_6860,20,Male,Part-time,Low
6896,cust_6896,20,Male,Part-time,Low
6913,cust_6913,20,Female,Student,Low
6961,cust_6961,20,Male,Part-time,Low
1070,cust_1070,21,Female,Freelance,High
1076,cust_1076,21,Male,Part-time,Low
1130,cust_1130,21,Male,Freelance,Medium
1131,cust_1131,21,Female,Part-time,Low
1149,cust_1149,21,Female,Student,Low
1211,cust_1211,21,Female,Part-time,Low
1219,cust_1219,21,Male,Freelance,High
1231,cust_1231,21,Male,Student,Low
1272,cust_1272,21,Female,Part-time,Low
1273,cust_1273,21,Male,Freelance,High
1325,cust_1325,21,Female,Part-time,Low
1328,cust_1328,21,Male,Part-time,Low
1337,cust_1337,21,Female,Student,Low
1427,cust_1427,21,Male,Student,Low
1449,cust_1449,21,Male,Freelance,High
1456,cust_1456,21,Male,Student,Low
1471,cust_1471,21,Female,Student,Low
1594,cust_1594,21,Female,Freelance,High
1618,cust_1618,21,Male,Part-time,Low
1638,cust_1638,21,Male,Freelance,High
1700,cust_1700,21,Female,Freelance,High
1732,cust_1732,21,Female,Freelance,High
1733,cust_1733,21,Male,Part-time,Low
1734,cust_1734,21,Male,Student,Low
1748,cust_1748,21,Female,Freelance,Medium
1806,cust_1806,21,Male,Part-time,Low
1862,cust_1862,21,Male,Student,Low
1915,cust_1915,21,Male,Freelance,Medium
1922,cust_1922,21,Male,Student,Low
2002,cust_2002,21,Male,Student,Low
2045,cust_2045,21,Male,Part-time,Low
2048,cust_2048,21,Male,Freelance,High
2147,cust_2147,21,Male,Student,Low
2361,cust_2361,21,Male,Student,Low
2394,cust_2394,21,Male,Student,Low
2399,cust_2399,21,Male,Freelance,Medium
2414,cust_2414,21,Female,Student,Low
2421,cust_2421,21,Male,Student,Low
2429,cust_2429,21,Male,Freelance,Medium
2446,cust_2446,21,Male,Part-time,Low
2477,cust_2477,21,Male,Part-time,Low
2496,cust_2496,21,Female,Freelance,High
2499,cust_2499,21,Female,Freelance,Medium
2516,cust_2516,21,Male,Student,Low
2542,cust_2542,21,Male,Freelance,Medium
2651,cust_2651,21,Male,Freelance,High
2679,cust_2679,21,Male,Freelance,High
2680,cust_2680,21,Female,Part-time,Low
2761,cust_2761,21,Male,Part-time,Low
2779,cust_2779,21,Male,Freelance,High
2817,cust_2817,21,Female,Student,Low
2832,cust_2832,21,Male,Freelance,Medium
2907,cust_2907,21,Other,Freelance,Medium
2939,cust_2939,21,Male,Freelance,High
2997,cust_2997,21,Female,Part-time,Low
3034,cust_3034,21,Male,Freelance,High
3060,cust_3060,21,Male,Part-time,Low
3099,cust_3099,21,Male,Part-time,Low
3236,cust_3236,21,Female,Freelance,Medium
3302,cust_3302,21,Male,Freelance,Medium
3307,cust_3307,21,Female,Part-time,Low
3314,cust_3314,21,Other,Student,Low
3322,cust_3322,21,Female,Student,Low
3374,cust_3374,21,Male,Part-time,Low
3377,cust_3377,21,Male,Part-time,Low
3391,cust_3391,21,Male,Student,Low
3419,cust_3419,21,Female,Freelance,Medium
3432,cust_3432,21,Male,Part-time,Low
3458,cust_3458,21,Female,Freelance,High
3502,cust_3502,21,Female,Part-time,Low
3545,cust_3545,21,Male,Part-time,Low
3546,cust_3546,21,Female,Student,Low
3555,cust_3555,21,Male,Freelance,High
3593,cust_3593,21,Male,Student,Low
3649,cust_3649,21,Male,Freelance,High
3655,cust_3655,21,Male,Part-time,Low
3681,cust_3681,21,Female,Student,Low
3752,cust_3752,21,Female,Freelance,Medium
3768,cust_3768,21,Female,Freelance,Medium
3844,cust_3844,21,Female,Student,Low
3883,cust_3883,21,Male,Freelance,High
3894,cust_3894,21,Male,Freelance,High
3920,cust_3920,21,Female,Part-time,Low
3958,cust_3958,21,Male,Student,Low
4062,cust_4062,21,Male,Freelance,High
4066,cust_4066,21,Female,Freelance,Medium
4084,cust_4084,21,Male,Part-time,Low
4126,cust_4126,21,Female,Part-time,Low
4379,cust_4379,21,Female,Student,Low
4385,cust_4385,21,Male,Part-time,Low
4442,cust_4442,21,Female,Student,Low
4464,cust_4464,21,Female,Student,Low
4503,cust_4503,21,Male,Part-time,Low
4515,cust_4515,21,Female,Student,Low
4538,cust_4538,21,Male,Freelance,High
4621,cust_4621,21,Female,Freelance,High
4628,cust_4628,21,Male,Part-time,Low
4630,cust_4630,21,Male,Part-time,Low
4636,cust_4636,21,Male,Student,Low
4686,cust_4686,21,Female,Student,Low
4698,cust_4698,21,Male,Student,Low
4724,cust_4724,21,Male,Student,Low
4736,cust_4736,21,Male,Student,Low
4786,cust_4786,21,Male,Student,Low
4793,cust_4793,21,Female,Student,Low
4822,cust_4822,21,Female,Freelance,Medium
4854,cust_4854,21,Male,Student,Low
4908,cust_4908,21,Female,Student,Low
5022,cust_5022,21,Female,Part-time,Low
5026,cust_5026,21,Male,Part-time,Low
5060,cust_5060,21,Male,Part-time,Low
5137,cust_5137,21,Male,Freelance,High
5241,cust_5241,21,Female,Part-time,Low
5255,cust_5255,21,Male,Freelance,Medium
5339,cust_5339,21,Male,Freelance,High
5391,cust_5391,21,Male,Student,Low
5406,cust_5406,21,Female,Student,Low
5452,cust_5452,21,Male,Part-time,Low
5558,cust_5558,21,Male,Part-time,Low
5566,cust_5566,21,Female,Student,Low
5668,cust_5668,21,Female,Freelance,Medium
5675,cust_5675,21,Male,Student,Low
5750,cust_5750,21,Female,Student,Low
5837,cust_5837,21,Male,Part-time,Low
5841,cust_5841,21,Male,Freelance,Medium
5910,cust_5910,21,Male,Part-time,Low
5924,cust_5924,21,Male,Student,Low
5970,cust_5970,21,Female,Part-time,Low
5978,cust_5978,21,Male,Student,Low
6025,cust_6025,21,Male,Part-time,Low
6060,cust_6060,21,Male,Freelance,Medium
6071,cust_6071,21,Male,Freelance,Medium
6103,cust_6103,21,Male,Freelance,Medium
6134,cust_6134,21,Female,Student,Low
6167,cust_6167,21,Male,Student,Low
6216,cust_6216,21,Female,Freelance,High
6255,cust_6255,21,Male,Freelance,High
6301,cust_6301,21,Male,Student,Low
6376,cust_6376,21,Male,Part-time,Low
6509,cust_6509,21,Female,Part-time,Low
6592,cust_6592,21,Male,Freelance,High
6702,cust_6702,21,Male,Student,Low
6827,cust_6827,21,Male,Student,Low
6861,cust_6861,21,Male,Part-time,Low
6870,cust_6870,21,Male,Part-time,Low
6901,cust_6901,21,Female,Student,Low
6911,cust_6911,21,Male,Freelance,High
6982,cust_6982,21,Female,Student,Low
1060,cust_1060,22,Male,Part-time,Low
1111,cust_1111,22,Male,Student,Low
1128,cust_1128,22,Male,Freelance,Medium
1294,cust_1294,22,Female,Student,Low
1301,cust_1301,22,Male,Student,Low
1304,cust_1304,22,Male,Part-time,Low
1334,cust_1334,22,Male,Student,Low
1359,cust_1359,22,Male,Student,Low
1399,cust_1399,22,Female,Freelance,High
1416,cust_1416,22,Female,Part-time,Low
1474,cust_1474,22,Female,Freelance,Medium
1493,cust_1493,22,Male,Student,Low
1534,cust_1534,22,Male,Student,Low
1545,cust_1545,22,Male,Student,Low
1631,cust_1631,22,Male,Part-time,Low
1681,cust_1681,22,Female,Freelance,High
1735,cust_1735,22,Female,Part-time,Low
1751,cust_1751,22,Male,Student,Low
1788,cust_1788,22,Female,Part-time,Low
1927,cust_1927,22,Female,Part-time,Low
1951,cust_1951,22,Male,Freelance,Medium
1959,cust_1959,22,Female,Freelance,High
2041,cust_2041,22,Female,Freelance,Medium
2084,cust_2084,22,Female,Part-time,Low
2129,cust_2129,22,Male,Freelance,High
2154,cust_2154,22,Male,Part-time,Low
2157,cust_2157,22,Female,Student,Low
2178,cust_2178,22,Other,Part-time,Low
2237,cust_2237,22,Female,Student,Low
2246,cust_2246,22,Female,Part-time,Low
2261,cust_2261,22,Female,Part-time,Low
2466,cust_2466,22,Male,Part-time,Low
2553,cust_2553,22,Female,Student,Low
2607,cust_2607,22,Female,Student,Low
2614,cust_2614,22,Male,Freelance,Medium
2632,cust_2632,22,Female,Part-time,Low
2647,cust_2647,22,Male,Freelance,High
2691,cust_2691,22,Female,Part-time,Low
2715,cust_2715,22,Male,Student,Low
2788,cust_2788,22,Male,Freelance,Medium
2874,cust_2874,22,Male,Part-time,Low
2894,cust_2894,22,Male,Part-time,Low
2946,cust_2946,22,Female,Student,Low
2959,cust_2959,22,Female,Freelance,High
2966,cust_2966,22,Male,Part-time,Low
2988,cust_2988,22,Female,Part-time,Low
3101,cust_3101,22,Female,Student,Low
3272,cust_3272,22,Male,Student,Low
3381,cust_3381,22,Male,Student,Low
3383,cust_3383,22,Male,Student,Low
3474,cust_3474,22,Male,Student,Low
3493,cust_3493,22,Female,Part-time,Low
3511,cust_3511,22,Male,Student,Low
3544,cust_3544,22,Male,Freelance,High
3550,cust_3550,22,Female,Freelance,Medium
3619,cust_3619,22,Male,Student,Low
3660,cust_3660,22,Male,Freelance,Medium
3677,cust_3677,22,Male,Part-time,Low
3791,cust_3791,22,Male,Freelance,Medium
3852,cust_3852,22,Female,Student,Low
3889,cust_3889,22,Male,Freelance,High
3932,cust_3932,22,Female,Freelance,Medium
3938,cust_3938,22,Female,Part-time,Low
3940,cust_3940,22,Male,Freelance,High
3968,cust_3968,22,Female,Part-time,Low
4064,cust_4064,22,Male,Part-time,Low
4086,cust_4086,22,Female,Student,Low
4090,cust_4090,22,Male,Part-time,Low
4188,cust_4188,22,Male,Freelance,High
4221,cust_4221,22,Female,Student,Low
4225,cust_4225,22,Male,Freelance,High
4240,cust_4240,22,Female,Freelance,Medium
4257,cust_4257,22,Female,Freelance,High
4265,cust_4265,22,Female,Student,Low
4295,cust_4295,22,Male,Student,Low
4404,cust_4404,22,Male,Student,Low
4542,cust_4542,22,Female,Part-time,Low
4547,cust_4547,22,Female,Student,Low
4554,cust_4554,22,Male,Freelance,Medium
4585,cust_4585,22,Male,Student,Low
4597,cust_4597,22,Male,Freelance,High
4604,cust_4604,22,Female,Part-time,Low
4631,cust_4631,22,Male,Freelance,High
4748,cust_4748,22,Male,Student,Low
4779,cust_4779,22,Female,Part-time,Low
4787,cust_4787,22,Male,Student,Low
4813,cust_4813,22,Female,Part-time,Low
4821,cust_4821,22,Male,Student,Low
4955,cust_4955,22,Male,Part-time,Low
4964,cust_4964,22,Female,Part-time,Low
5016,cust_5016,22,Male,Freelance,High
5028,cust_5028,22,Male,Part-time,Low
